# file
# or
# 2:geneCompleteness
EbroNfe1_002146-T1 37979
EbroNfe1_002150-T1 34027
EbroNfe1_002156-T1 31531
EbroNfe1_002162-T1 22521
EbroNfe1_002171-T1 17299
EbroNfe1_002175-T1 15345
EbroNfe1_002179-T1 12276
EbroNfe1_002180-T1 10552
EbroNfe1_002183-T1 8607
EbroNfe1_002187-T1 4596
EbroNfe1_002190-T1 2661
EbroNfe1_002192-T1 810
EbroNfe1_002283-T1 223
EbroNfe1_002288-T1 2920
EbroNfe1_002295-T1 7899
EbroNfe1_002303-T1 13254
EbroNfe1_002315-T1 17587
EbroNfe1_002323-T1 22332
EbroNfe1_002327-T1 23904
EbroNfe1_002330-T1 21034
EbroNfe1_002339-T1 19345
EbroNfe1_002340-T1 16231
EbroNfe1_002345-T1 14232
EbroNfe1_002348-T1 10035
EbroNfe1_002351-T1 7588
EbroNfe1_002355-T1 4934
EbroNfe1_002356-T1 620
EbroNfe1_002379-T1 2782
EbroNfe1_002384-T1 5551
EbroNfe1_002390-T1 3413
EbroNfe1_002396-T1 510
EbroNfe1_002438-T1 650
EbroNfe1_002441-T1 3609
EbroNfe1_002443-T1 6859
EbroNfe1_002448-T1 10729
EbroNfe1_002451-T1 11568
EbroNfe1_002455-T1 6405
EbroNfe1_002461-T1 2487
EbroNfe1_002466-T1 1330
EbroNfe1_002486-T1 1408
EbroNfe1_002500-T1 1832
EbroNfe1_002504-T1 4817
EbroNfe1_002514-T1 11259
EbroNfe1_002516-T1 13104
EbroNfe1_002518-T1 14863
EbroNfe1_002521-T1 14667
EbroNfe1_002523-T1 11646
EbroNfe1_002526-T1 7233
EbroNfe1_002532-T1 1984
EbroNfe1_002541-T1 344
EbroNfe1_002559-T1 256
EbroNfe1_002565-T1 4223
EbroNfe1_002569-T1 5062
EbroNfe1_002571-T1 6510
EbroNfe1_002575-T1 10214
EbroNfe1_002577-T1 9744
EbroNfe1_002580-T1 7903
EbroNfe1_002584-T1 3722
EbroNfe1_002591-T1 2679
EbroNfe1_002592-T1 934
EbroNfe1_002608-T1 1441
EbroNfe1_002618-T1 5564
EbroNfe1_002623-T1 7947
EbroNfe1_002634-T1 8216
EbroNfe1_002636-T1 4877
EbroNfe1_002644-T1 3095
EbroNfe1_002648-T1 2256
EbroNfe1_002652-T1 654
EbroNfe1_002653-T1 235
EbroNfe1_002672-T1 2415
EbroNfe1_002683-T1 2447
EbroNfe1_002687-T1 2145
EbroNfe1_002691-T1 196
EbroNfe1_002779-T1 1348
EbroNfe1_002854-T1 703
EbroNfe1_002925-T1 2745
EbroNfe1_002931-T1 6720
EbroNfe1_002940-T1 12863
EbroNfe1_002949-T1 15423
EbroNfe1_002962-T1 21650
EbroNfe1_002969-T1 23799
EbroNfe1_002974-T1 26867
EbroNfe1_002976-T1 28067
EbroNfe1_002979-T1 29142
EbroNfe1_002987-T1 34381
EbroNfe1_002990-T1 32910
EbroNfe1_002997-T1 31709
EbroNfe1_002999-T1 29113
EbroNfe1_003005-T1 27393
EbroNfe1_003008-T1 24164
EbroNfe1_003010-T1 21629
EbroNfe1_003014-T1 19553
EbroNfe1_003019-T1 18369
EbroNfe1_003024-T1 16675
EbroNfe1_003027-T1 13149
EbroNfe1_003035-T1 8918
EbroNfe1_003047-T1 5451
EbroNfe1_003053-T1 4323
EbroNfe1_003055-T1 785
EbroNfe1_003088-T1 555
EbroNfe1_003091-T1 3564
EbroNfe1_003096-T1 6828
EbroNfe1_003097-T1 8139
EbroNfe1_003100-T1 10409
EbroNfe1_003104-T1 14794
EbroNfe1_003108-T1 14061
EbroNfe1_003122-T1 6667
EbroNfe1_003130-T1 478
EbroNfe1_003208-T1 713
EbroNfe1_003286-T1 465
EbroNfe1_003291-T1 3711
EbroNfe1_003292-T1 4941
EbroNfe1_003295-T1 7053
EbroNfe1_003302-T1 13463
EbroNfe1_003304-T1 14933
EbroNfe1_003308-T1 20357
EbroNfe1_003310-T1 21512
EbroNfe1_003314-T1 24189
EbroNfe1_003317-T1 25966
EbroNfe1_003326-T1 31475
EbroNfe1_003336-T1 40124
EbroNfe1_003341-T1 43033
EbroNfe1_003345-T1 45703
EbroNfe1_003349-T1 49709
EbroNfe1_003357-T1 54334
EbroNfe1_003363-T1 57963
EbroNfe1_003367-T1 59670
EbroNfe1_003377-T1 55434
EbroNfe1_003385-T1 52755
EbroNfe1_003391-T1 49517
EbroNfe1_003395-T1 47127
EbroNfe1_003403-T1 44879
EbroNfe1_003406-T1 40049
EbroNfe1_003416-T1 37795
EbroNfe1_003422-T1 36537
EbroNfe1_003425-T1 35190
EbroNfe1_003428-T1 33408
EbroNfe1_003432-T1 28305
EbroNfe1_003441-T1 27146
EbroNfe1_003442-T1 25556
EbroNfe1_003448-T1 22461
EbroNfe1_003452-T1 20365
EbroNfe1_003457-T1 18865
EbroNfe1_003461-T1 16178
EbroNfe1_003469-T1 14334
EbroNfe1_003473-T1 11436
EbroNfe1_003480-T1 7138
EbroNfe1_003488-T1 3623
EbroNfe1_003493-T1 2171
EbroNfe1_003528-T1 11144
EbroNfe1_003531-T1 12758
EbroNfe1_003533-T1 14726
EbroNfe1_003536-T1 17020
EbroNfe1_003538-T1 19534
EbroNfe1_003543-T1 22290
EbroNfe1_003545-T1 20350
EbroNfe1_003548-T1 17591
EbroNfe1_003552-T1 14990
EbroNfe1_003557-T1 9636
EbroNfe1_003561-T1 1753
EbroNfe1_003584-T1 2662
EbroNfe1_003587-T1 4703
EbroNfe1_003602-T1 9630
EbroNfe1_003605-T1 5746
EbroNfe1_003609-T1 2879
EbroNfe1_003611-T1 709
EbroNfe1_003681-T1 975
EbroNfe1_003689-T1 5891
EbroNfe1_003696-T1 8316
EbroNfe1_003716-T1 19663
EbroNfe1_003719-T1 23194
EbroNfe1_003720-T1 25018
EbroNfe1_003722-T1 26452
EbroNfe1_003725-T1 28030
EbroNfe1_003726-T1 29852
EbroNfe1_003730-T1 33064
EbroNfe1_003736-T1 41877
EbroNfe1_003739-T1 46543
EbroNfe1_003741-T1 50166
EbroNfe1_003744-T1 53935
EbroNfe1_003754-T1 63433
EbroNfe1_003762-T1 70753
EbroNfe1_003765-T1 65446
EbroNfe1_003766-T1 63916
EbroNfe1_003769-T1 61805
EbroNfe1_003772-T1 60504
EbroNfe1_003774-T1 58269
EbroNfe1_003777-T1 56538
EbroNfe1_003778-T1 54281
EbroNfe1_003784-T1 48406
EbroNfe1_003790-T1 46174
EbroNfe1_003791-T1 44831
EbroNfe1_003793-T1 43951
EbroNfe1_003794-T1 43208
EbroNfe1_003795-T1 41702
EbroNfe1_003799-T1 40771
EbroNfe1_003803-T1 35668
EbroNfe1_003807-T1 33572
EbroNfe1_003808-T1 32331
EbroNfe1_003810-T1 30535
EbroNfe1_003812-T1 25190
EbroNfe1_003817-T1 23891
EbroNfe1_003822-T1 20630
EbroNfe1_003825-T1 19661
EbroNfe1_003828-T1 18298
EbroNfe1_003830-T1 15847
EbroNfe1_003831-T1 14736
EbroNfe1_003833-T1 12320
EbroNfe1_003835-T1 8986
EbroNfe1_003836-T1 7931
EbroNfe1_003839-T1 6691
EbroNfe1_003841-T1 557
EbroNfe1_003850-T1 1564
EbroNfe1_003853-T1 4272
EbroNfe1_003856-T1 7273
EbroNfe1_003859-T1 10106
EbroNfe1_003866-T1 14524
EbroNfe1_003867-T1 15336
EbroNfe1_003872-T1 18173
EbroNfe1_003875-T1 20101
EbroNfe1_003880-T1 20620
EbroNfe1_003885-T1 12463
EbroNfe1_003892-T1 10574
EbroNfe1_003898-T1 6727
EbroNfe1_003899-T1 5648
EbroNfe1_003900-T1 3266
EbroNfe1_003905-T1 1181
EbroNfe1_003908-T1 73
EbroNfe1_003927-T1 2708
EbroNfe1_003930-T1 304
EbroNfe1_003949-T1 1301
EbroNfe1_003952-T1 2747
EbroNfe1_003965-T1 5474
EbroNfe1_003973-T1 2984
EbroNfe1_004015-T1 663
EbroNfe1_004017-T1 1803
EbroNfe1_004022-T1 4032
EbroNfe1_004028-T1 11737
EbroNfe1_004031-T1 13424
EbroNfe1_004040-T1 17532
EbroNfe1_004043-T1 19896
EbroNfe1_004048-T1 23075
EbroNfe1_004051-T1 25699
EbroNfe1_004056-T1 26394
EbroNfe1_004062-T1 22483
EbroNfe1_004065-T1 20643
EbroNfe1_004071-T1 15793
EbroNfe1_004075-T1 12707
EbroNfe1_004079-T1 11652
EbroNfe1_004082-T1 10147
EbroNfe1_004084-T1 8760
EbroNfe1_004089-T1 4727
EbroNfe1_004097-T1 136
EbroNfe1_004113-T1 309
EbroNfe1_004124-T1 5849
EbroNfe1_004128-T1 8832
EbroNfe1_004131-T1 9864
EbroNfe1_004132-T1 11437
EbroNfe1_004135-T1 12579
EbroNfe1_004142-T1 12127
EbroNfe1_004147-T1 7476
EbroNfe1_004154-T1 3454
EbroNfe1_004161-T1 194
EbroNfe1_004205-T1 902
EbroNfe1_004210-T1 4459
EbroNfe1_004214-T1 3743
EbroNfe1_004216-T1 1709
EbroNfe1_004221-T1 85
EbroNfe1_004254-T1 236
EbroNfe1_004257-T1 2483
EbroNfe1_004258-T1 3708
EbroNfe1_004261-T1 5514
EbroNfe1_004262-T1 8615
EbroNfe1_004265-T1 10710
EbroNfe1_004269-T1 14375
EbroNfe1_004272-T1 15251
EbroNfe1_004276-T1 22053
EbroNfe1_004278-T1 20224
EbroNfe1_004282-T1 18695
EbroNfe1_004285-T1 16489
EbroNfe1_004286-T1 15250
EbroNfe1_004288-T1 13415
EbroNfe1_004292-T1 9691
EbroNfe1_004297-T1 6603
EbroNfe1_004300-T1 2815
EbroNfe1_004303-T1 121
EbroNfe1_004343-T1 1355
EbroNfe1_004344-T1 2401
EbroNfe1_004346-T1 4799
EbroNfe1_004350-T1 4588
EbroNfe1_004353-T1 2711
EbroNfe1_004365-T1 1228
EbroNfe1_004368-T1 4090
EbroNfe1_004370-T1 2993
EbroNfe1_004372-T1 1023
EbroNfe1_004382-T1 939
EbroNfe1_004384-T1 3240
EbroNfe1_004395-T1 8889
EbroNfe1_004399-T1 11241
EbroNfe1_004401-T1 12808
EbroNfe1_004405-T1 14700
EbroNfe1_004408-T1 16393
EbroNfe1_004410-T1 18594
EbroNfe1_004415-T1 23156
EbroNfe1_004417-T1 24851
EbroNfe1_004420-T1 27288
EbroNfe1_004425-T1 29362
EbroNfe1_004435-T1 35739
EbroNfe1_004438-T1 37265
EbroNfe1_004445-T1 40610
EbroNfe1_004446-T1 43101
EbroNfe1_004448-T1 45406
EbroNfe1_004451-T1 47601
EbroNfe1_004453-T1 49293
EbroNfe1_004457-T1 51826
EbroNfe1_004459-T1 52876
EbroNfe1_004464-T1 52076
EbroNfe1_004470-T1 46837
EbroNfe1_004473-T1 1705
EbroNfe1_004534-T1 1185
EbroNfe1_004540-T1 525
EbroNfe1_004601-T1 349
EbroNfe1_004615-T1 0
EbroNfe1_004668-T1 664
EbroNfe1_004670-T1 2124
EbroNfe1_004686-T1 422
EbroNfe1_004696-T1 5902
EbroNfe1_004700-T1 3499
EbroNfe1_004704-T1 994
EbroNfe1_004777-T1 1150
EbroNfe1_004790-T1 2408
EbroNfe1_004794-T1 952
EbroNfe1_004897-T1 567
EbroNfe1_004906-T1 805
EbroNfe1_004924-T1 1314
EbroNfe1_004929-T1 4074
EbroNfe1_004935-T1 7777
EbroNfe1_004940-T1 13402
EbroNfe1_004945-T1 16207
EbroNfe1_004947-T1 17857
EbroNfe1_004950-T1 20189
EbroNfe1_004954-T1 23917
EbroNfe1_004958-T1 22092
EbroNfe1_004962-T1 19651
EbroNfe1_004968-T1 18362
EbroNfe1_004969-T1 17035
EbroNfe1_004973-T1 12868
EbroNfe1_004983-T1 9602
EbroNfe1_004986-T1 8417
EbroNfe1_004992-T1 4162
EbroNfe1_004996-T1 500
EbroNfe1_005024-T1 356
EbroNfe1_005027-T1 1562
EbroNfe1_005031-T1 3980
EbroNfe1_005035-T1 5874
EbroNfe1_005038-T1 7065
EbroNfe1_005044-T1 9757
EbroNfe1_005051-T1 14702
EbroNfe1_005057-T1 20311
EbroNfe1_005064-T1 25150
EbroNfe1_005069-T1 27284
EbroNfe1_005073-T1 30677
EbroNfe1_005076-T1 31996
EbroNfe1_005083-T1 33027
EbroNfe1_005088-T1 29973
EbroNfe1_005093-T1 22535
EbroNfe1_005100-T1 21326
EbroNfe1_005103-T1 18693
EbroNfe1_005106-T1 17128
EbroNfe1_005109-T1 15293
EbroNfe1_005112-T1 13484
EbroNfe1_005117-T1 9389
EbroNfe1_005119-T1 8226
EbroNfe1_005123-T1 4423
EbroNfe1_005129-T1 548
EbroNfe1_005223-T1 183
EbroNfe1_005227-T1 3149
EbroNfe1_005231-T1 5417
EbroNfe1_005234-T1 6867
EbroNfe1_005237-T1 3590
EbroNfe1_005245-T1 1506
EbroNfe1_005246-T1 495
EbroNfe1_005291-T1 478
EbroNfe1_005294-T1 2559
EbroNfe1_005300-T1 5897
EbroNfe1_005308-T1 9615
EbroNfe1_005315-T1 7523
EbroNfe1_005317-T1 5341
EbroNfe1_005321-T1 2128
EbroNfe1_005327-T1 278
EbroNfe1_005341-T1 340
EbroNfe1_005344-T1 3056
EbroNfe1_005349-T1 5828
EbroNfe1_005357-T1 8780
EbroNfe1_005363-T1 6813
EbroNfe1_005367-T1 1987
EbroNfe1_005371-T1 276
EbroNfe1_005405-T1 2475
EbroNfe1_005434-T1 14548
EbroNfe1_005439-T1 13273
EbroNfe1_005440-T1 11845
EbroNfe1_005444-T1 10136
EbroNfe1_005448-T1 5608
EbroNfe1_005451-T1 4502
EbroNfe1_005453-T1 2548
EbroNfe1_005457-T1 60
EbroNfe1_005462-T1 392
EbroNfe1_005466-T1 4513
EbroNfe1_005471-T1 8345
EbroNfe1_005473-T1 10772
EbroNfe1_005476-T1 8475
EbroNfe1_005483-T1 6656
EbroNfe1_005486-T1 665
EbroNfe1_005497-T1 404
EbroNfe1_005508-T1 1070
EbroNfe1_005514-T1 5071
EbroNfe1_005518-T1 9692
EbroNfe1_005522-T1 13095
EbroNfe1_005528-T1 15955
EbroNfe1_005530-T1 16553
EbroNfe1_005533-T1 17357
EbroNfe1_005538-T1 14918
EbroNfe1_005542-T1 13389
EbroNfe1_005544-T1 11911
EbroNfe1_005546-T1 10293
EbroNfe1_005550-T1 9151
EbroNfe1_005554-T1 6896
EbroNfe1_005556-T1 4622
EbroNfe1_005561-T1 1590
EbroNfe1_005634-T1 524
EbroNfe1_005636-T1 1340
EbroNfe1_005639-T1 4269
EbroNfe1_005641-T1 6173
EbroNfe1_005643-T1 9047
EbroNfe1_005645-T1 9713
EbroNfe1_005646-T1 7680
EbroNfe1_005650-T1 2968
EbroNfe1_005652-T1 852
EbroNfe1_005678-T1 117
EbroNfe1_005682-T1 2636
EbroNfe1_005684-T1 4980
EbroNfe1_005686-T1 6137
EbroNfe1_005689-T1 10559
EbroNfe1_005692-T1 6621
EbroNfe1_005693-T1 4801
EbroNfe1_005695-T1 1571
EbroNfe1_005697-T1 145
EbroNfe1_005709-T1 581
EbroNfe1_005712-T1 4239
EbroNfe1_005713-T1 7229
EbroNfe1_005715-T1 4981
EbroNfe1_005717-T1 354
EbroNfe1_005863-T1 769
EbroNfe1_005865-T1 4071
EbroNfe1_005868-T1 6095
EbroNfe1_005870-T1 7576
EbroNfe1_005873-T1 10002
EbroNfe1_005875-T1 9442
EbroNfe1_005878-T1 7179
EbroNfe1_005881-T1 4931
EbroNfe1_005882-T1 1742
EbroNfe1_005892-T1 0
EbroNfe1_005902-T1 9380
EbroNfe1_005904-T1 10499
EbroNfe1_005906-T1 11566
EbroNfe1_005909-T1 12735
EbroNfe1_005911-T1 14863
EbroNfe1_005913-T1 13547
EbroNfe1_005917-T1 11441
EbroNfe1_005918-T1 9869
EbroNfe1_005920-T1 5545
EbroNfe1_005925-T1 3522
EbroNfe1_005926-T1 2126
EbroNfe1_005956-T1 169
EbroNfe1_005963-T1 2839
EbroNfe1_005967-T1 5266
EbroNfe1_005970-T1 6794
EbroNfe1_005976-T1 10319
EbroNfe1_005977-T1 9604
EbroNfe1_005981-T1 6335
EbroNfe1_005984-T1 3509
EbroNfe1_005987-T1 1427
EbroNfe1_006016-T1 312
EbroNfe1_006020-T1 2917
EbroNfe1_006023-T1 4456
EbroNfe1_006027-T1 9264
EbroNfe1_006032-T1 12104
EbroNfe1_006036-T1 14491
EbroNfe1_006039-T1 17690
EbroNfe1_006043-T1 13090
EbroNfe1_006047-T1 9414
EbroNfe1_006051-T1 3571
EbroNfe1_006057-T1 448
EbroNfe1_006072-T1 919
EbroNfe1_006075-T1 3958
EbroNfe1_006080-T1 8220
EbroNfe1_006082-T1 11773
EbroNfe1_006084-T1 15048
EbroNfe1_006086-T1 16108
EbroNfe1_006088-T1 18113
EbroNfe1_006091-T1 21931
EbroNfe1_006096-T1 29439
EbroNfe1_006100-T1 33595
EbroNfe1_006102-T1 34766
EbroNfe1_006104-T1 36463
EbroNfe1_006105-T1 40154
EbroNfe1_006111-T1 46022
EbroNfe1_006114-T1 48024
EbroNfe1_006118-T1 51544
EbroNfe1_006121-T1 52988
EbroNfe1_006127-T1 57981
EbroNfe1_006129-T1 61184
EbroNfe1_006132-T1 62264
EbroNfe1_006135-T1 65960
EbroNfe1_006137-T1 68805
EbroNfe1_006139-T1 70709
EbroNfe1_006140-T1 73693
EbroNfe1_006141-T1 75367
EbroNfe1_006143-T1 78439
EbroNfe1_006146-T1 73334
EbroNfe1_006152-T1 70360
EbroNfe1_006156-T1 68770
EbroNfe1_006157-T1 66767
EbroNfe1_006159-T1 61651
EbroNfe1_006166-T1 58567
EbroNfe1_006171-T1 56789
EbroNfe1_006180-T1 50105
EbroNfe1_006182-T1 47719
EbroNfe1_006188-T1 43098
EbroNfe1_006197-T1 40086
EbroNfe1_006205-T1 37357
EbroNfe1_006212-T1 33484
EbroNfe1_006220-T1 31336
EbroNfe1_006225-T1 29210
EbroNfe1_006231-T1 27223
EbroNfe1_006235-T1 25248
EbroNfe1_006241-T1 21960
EbroNfe1_006243-T1 19545
EbroNfe1_006248-T1 18392
EbroNfe1_006249-T1 17338
EbroNfe1_006253-T1 13425
EbroNfe1_006257-T1 11455
EbroNfe1_006260-T1 6014
EbroNfe1_006263-T1 2428
EbroNfe1_006266-T1 356
EbroNfe1_006313-T1 209
EbroNfe1_006316-T1 3329
EbroNfe1_006319-T1 7970
EbroNfe1_006321-T1 9834
EbroNfe1_006322-T1 12846
EbroNfe1_006324-T1 10978
EbroNfe1_006327-T1 9906
EbroNfe1_006331-T1 5934
EbroNfe1_006336-T1 876
EbroNfe1_006338-T1 311
EbroNfe1_006379-T1 0
EbroNfe1_006387-T1 673
EbroNfe1_006389-T1 3107
EbroNfe1_006390-T1 1217
EbroNfe1_006414-T1 533
EbroNfe1_006529-T1 216
EbroNfe1_006536-T1 4137
EbroNfe1_006540-T1 6153
EbroNfe1_006547-T1 10012
EbroNfe1_006550-T1 11541
EbroNfe1_006561-T1 18554
EbroNfe1_006564-T1 21581
EbroNfe1_006571-T1 25676
EbroNfe1_006577-T1 29042
EbroNfe1_006584-T1 32923
EbroNfe1_006589-T1 35623
EbroNfe1_006592-T1 38715
EbroNfe1_006594-T1 40474
EbroNfe1_006603-T1 45894
EbroNfe1_006604-T1 47577
EbroNfe1_006608-T1 51803
EbroNfe1_006614-T1 47138
EbroNfe1_006621-T1 45730
EbroNfe1_006623-T1 44626
EbroNfe1_006626-T1 42540
EbroNfe1_006628-T1 40827
EbroNfe1_006634-T1 36967
EbroNfe1_006639-T1 33401
EbroNfe1_006644-T1 27716
EbroNfe1_006650-T1 24743
EbroNfe1_006655-T1 22042
EbroNfe1_006657-T1 17252
EbroNfe1_006661-T1 15490
EbroNfe1_006663-T1 12988
EbroNfe1_006665-T1 10214
EbroNfe1_006667-T1 4964
